Customer ID,Recency,Frequency,Monetary,Cluster,ChurnRisk
SF-20965,49,17,3336.535,0,Low
SG-20080,9,11,3406.5809999999997,1,Low
SG-20470,184,14,1884.798,1,High
SG-20605,109,13,3124.832,0,Low
SG-20890,227,5,47.946,1,High
SH-19975,30,29,3406.8395,0,Low
SH-20395,24,15,2180.718,0,Low
SH-20635,766,2,2096.392,3,High
SJ-20125,96,24,3949.656,0,Low
SJ-20215,30,10,1341.036,1,Low
SJ-20500,254,7,1318.776,1,High
SK-19990,9,5,883.409,1,Low
SL-20155,71,9,3053.012,1,Low
SM-20005,422,6,244.49399999999997,3,High
SM-20320,80,15,25043.05,2,Low
SM-20905,607,6,1043.041,3,High
SM-20950,26,22,5563.392,0,Low
SN-20560,112,15,1860.418,0,Low
SN-20710,80,19,3127.9592,0,Low
SO-20335,30,15,2602.5755,0,Low
SP-20545,328,10,1306.086,3,High
SP-20620,48,24,5440.319,0,Low
SP-20650,387,15,1872.4360000000001,3,High
SP-20860,80,24,4282.94,0,Low
SP-20920,71,14,3990.689,0,Low
SR-20425,9,9,3233.481,1,Low
SR-20740,197,12,4345.8859999999995,0,High
SS-20140,16,21,1324.028,0,Low
SS-20410,111,12,3056.8070000000002,1,Low
SS-20515,492,6,613.4,3,High
SS-20590,433,9,418.49,3,High
SS-20875,121,15,964.636,1,Low
ST-20530,126,12,433.34000000000003,1,Low
SU-20665,21,18,2595.364,0,Low
SV-20365,102,32,11470.949999999999,2,Low
SV-20785,321,25,4105.305,0,High
SV-20815,77,6,1271.0900000000001,1,Low
SV-20935,3,13,1903.491,1,Low
SW-20245,82,10,1085.078,1,Low
SW-20275,31,7,1966.65,1,Low
SW-20350,163,6,1019.044,1,Low
SW-20455,163,9,2921.544,1,Low
SW-20755,535,8,758.6959999999999,3,High
SZ-20035,36,20,3625.329,0,Low
TA-21385,70,10,14595.62,2,Low
TB-21055,120,18,1467.881,0,Low
TB-21175,59,11,3589.296,1,Low
TB-21190,50,4,816.1740000000001,1,Low
TB-21250,350,19,1602.376,0,High
TB-21280,584,11,2198.45,3,High
TB-21355,147,13,834.328,1,Low
TB-21400,203,17,9133.99,2,High
TB-21520,108,20,4737.486,0,Low
TB-21595,286,7,1387.559,1,High
TB-21625,31,15,2797.668,0,Low
TC-20980,400,12,19052.218,2,High
TC-21145,107,4,1038.26,1,Low
TC-21295,28,16,4266.812,0,Low
TC-21475,154,11,1244.976,1,Low
TC-21535,5,10,742.5580000000001,1,Low
TD-20995,38,16,1434.5480000000002,0,Low
TG-21310,338,9,3058.372,3,High
TG-21640,115,10,2074.661,1,Low
TH-21100,345,7,2422.824,3,High
TH-21115,59,9,2942.772,1,Low
TH-21235,118,13,1022.201,1,Low
TH-21550,73,13,4234.0960000000005,0,Low
TM-21010,104,19,2955.2259999999997,0,Low
TM-21490,131,4,1094.6779999999999,1,Low
TN-21040,91,12,3130.221,1,Low
TP-21130,9,16,4454.0560000000005,0,Low
TP-21415,105,10,5329.0048,0,Low
TP-21565,351,10,1936.6399999999999,3,High
TR-21325,194,7,675.9419999999999,1,High
TS-21085,358,2,4.833,3,High
TS-21160,505,17,2163.6240000000003,3,High
TS-21205,199,19,5371.09,0,High
TS-21340,227,12,974.7819999999999,1,High
TS-21370,37,15,11891.751,2,Low
TS-21430,173,7,2054.14,1,Low
TS-21505,12,14,2243.274,0,Low
TS-21610,56,11,2820.424,1,Low
TS-21655,239,14,3368.094,0,High
TT-21070,32,14,4915.602,0,Low
TT-21220,184,15,1427.0439999999999,1,High
TT-21265,407,3,439.5,3,High
TT-21460,13,14,5364.808,0,Low
TW-21025,65,12,5278.826,0,Low
TZ-21580,36,9,1707.286,1,Low
VB-21745,55,10,2005.596,1,Low
VD-21670,582,16,6442.254,3,High
VF-21715,14,11,847.944,1,Low
VG-21790,155,8,846.01,1,Low
VG-21805,287,6,427.372,1,High
VM-21685,55,12,2454.866,1,Low
VM-21835,118,8,380.69,1,Low
VP-21730,31,5,993.9019999999999,1,Low
VP-21760,76,14,3360.526,0,Low
VS-21820,222,8,1055.981,1,High
VT-21700,1001,9,1736.596,3,High
VW-21775,29,18,6134.0380000000005,0,Low
WB-21850,21,37,6160.102,2,Low
XP-21865,44,28,2374.658,0,Low
YC-21895,5,8,5454.35,1,Low
YS-21880,10,12,6720.4439999999995,0,Low
ZC-21910,55,31,8025.707,2,Low
ZD-21925,203,9,1493.944,1,High
